word,index
உழபபம,488
கடடபபடம,489
ஒறறமயம,490
Kannada,491
different,492
just,493
speaking,494
language,495
If,496
speak,497
Karnataka,498
we,499
feel,500
disrespectful,501
like,502
felt,503
after,504
seeing,505
video,506
தளவ,507
வளளர,508
எனபத,509
மரவ,510
எனற,511
வநதத,512
ஐயம,513
நயககரகள,514
ரஜகமபள,515
நயட,516
தலஙக,517
பசவதலல,518
Ground,519
reality,520
theriyathama,521
paesathinga,522
bro,523
Paesama,524
irunga,525
Boss,526
athu,527
bavani,528
plastic,529
kumbakonam,530
Freedom,531
app,532
eh,533
Bunda,534
Advertisement,535
Vera,536
ya,537
Vaentiyaravelaikuvaikumowersaserupalatikanum,538
relover,539
boss,540
istathukku,541
pattam,542
podravan,543
mudaliyar,544
mudiyathu,545
ore,546
senguntha,547
கடயனர,548
பளளரகளகக,549
பயரய,550
கடகக,551
எதரபப,552
தரவககறரகள,553
எணணம,554
சல,555
அரசயலவதகளம,556
மறற,557
கடயனரககம,558
பதவ,559
மக,560
சறய,561
எணணககயலன,562
மளர,563
இன,564
கடயனரகக,565
இச,566
கடததத,567
தரவடம,568
தலதஙகரநத,569
சலனமனற,570
நடநதத,571
இனததடன,572
கலநததஅத,573
எதரகக,574
வணடய,575
பறபப,576
அனவரககமனத,577
கரணமக,578
வதத,579
ஏறகனவ,580
இரககம,581
கடயன,582
பயர,583
மறறரவரகக,584
வழஙகவத,585
தவறகம,586
இனததறகள,587
பசல,588
உரவககம,589
கடகள,590
அனவரம,591
ஒனற,592
நறக,593
நலயல,594
இத,595
தவயறறத,596
பனற,597
களகள,598
ஒனறககய,599
படயடச,600
வனனய,601
சதரயர,602
கடடனர,603
அவரகளம,604
வவசயம,605
சயகனறனர,606
சணர,607
பறறனர,608
மறறம,609
வணகம,610
அவரகள,611
அலலத,612
சடடயர,613
கரவலல,614
பரநத,615
வணடம,616
எதரபபத,617
அவரகளன,618
படடயல,619
வளயறறதத,620
அலல,621
சலலடல,622
மடடமஏன,623
தவநதரர,624
களளலம,625
கறபப,626
மலம,627
வளளரகளல,628
யரம,629
மகக,630
பறற,631
கணடவரகள,632
இலலஇன,633
அதகம,634
எடததககடடக,635
வளளலர,636
பரததசனவ,637
உ,638
ச,639
மனனமணபழநடமறன,640
வலபபளள,641
பரபகரன,642
எனவ,643
எதரககனறம,644
எணண,645
வணடமகழபபம,646
எனகறம,647
தயவசயத,648
களளவம,649
மதலல,650
வளயறறஙகள,651
சமததவதத,652
பனபறறம,653
நடடல,654
வறறம,655
அரசயல,656
வயறற,657
பழபப,658
நமப,659
ஏமற,660
தய,661
பளளகள,662
உழககறம,663
உழககறரகள,664
இதல,665
தவற,666
கணடவடடரகள,667
வளய,668
மநலததல,669
இலலய,670
வணக,671
யரயம,672
தவறக,673
சததரகக,674
அறவ,675
தரவடததகக,676
சமபதககம,677
எஙக,678
பசச,679
இநதயவககள,680
பரகறரகள,681
இநதயர,682
லடசம,683
பர,684
வளநடகளல,685
ஓடடறமகளடன,686
வழகறரகள,687
ஓடட,688
அநத,689
நடடன,690
தலஎழதத,691
தமழநடடலம,692
மததயல,693
பதய,694
களபபத,695
Apparom,696
dhaan,697
vela,698
illama,699
veli,700
stateku,701
odanum,702
already,703
unga,704
anna,705
sipcot,706
venam,707
airport,708
venaamnu,709
poraattam,710
pannittu,711
thiriyeeraam,712
Unity,713
Peace,714
Prosperity,715
கரகட,716
கததககனம,717
Vadankan,718
therkan,719
lam,720
illa,721
yella,722
edathulayum,723
character,724
makkl,725
irupanga,726
chuma,727
vadakan,728
nu,729
sollathinga,730
உனனட,731
அணணன,732
களளயடசசவன,733
மததய,734
மநதர,735
ரச,736
அபபறம,737
அவன,738
எஙகட,739
பவன,740
உய,741
தமப,742
சமன,743
சனனம,744
நமகக,745
கடததவடடத,746
தறதலல,747
The,748
dont,749
some,750
minimum,751
line,752
pay,753
why,754
try,755
fool,756
by,757
giving,758
small,759
wage,760
பரமபததடட,761
பக,762
வணடயததன,763
சரஙக,764
சரஙகனன,765
சமயம,766
பதத,767
நடடட,768
நடட,769
அவனக,770
வரசசலல,771
ஆளகள,772
கணடணர,773
வணடல,774
தககடட,775
மதசச,776
கலலவன,777
நயகளகக,778
கடசகரர,779
வஸட,780
வடதலசறததகள,781
கடச,782
கரரகள,783
பசயரநதனன,784
ஹநதககரன,785
நரநரர,786
கழசசதஙகபடட,787
கரடடல,788
சரணடர,789
ஆகயரபபரகள,790
Hindikaran,791
nattai,792
putichiduvanntk,793
inna,794
ithu,795
nadakkumExArmy,796
thirukiolur,797
மததததல,798
இவனக,799
ளகக,800
தமழகடவளரகள,801
பறறதலகடயத,802
த,803
மழரஒனறபடடல,804
இவனகஅடதததரததவணடம,805
ஏமம,806
இபபட,807
ஒலரர,808
makkal,809
yellarum,810
intha,811
channel,812
ah,813
mis,814
leading,815
report,816
pannitu,817
thumbs,818
up,819
Naanga,820
manushangala,821
manushana,822
paathu,823
inimel,824
agathigala,825
maara,826
ready,827
Stop,828
kind,829
of,830
abt,831
vadakana,832
oru,833
nalaki,834
mattum,835
mela,836
Chennai,837
vandhu,838
aluga,839
luku,840
ila,841
pichai,842
yedukranuga,843
கடயத,844
வடக,845
பளளன,846
ன,847
சபபட,848
சலலத,849
ஆக,850
நயஸ,851
சனல,852
கரகடக,853
சனலகக,854
வததககணட,855
நஙக,856
பணற,857
பட,858
இரகக,859
உஙக,860
தலல,861
தஙக,862
மடயல,863
வச,864
ஊடகஙகள,865
பணடககக,866
ஊரகக,867
பறன,868
வடடடட,869
பனனட,870
ஊமபககடட,871
தமழநடடல,872
நடடலவத,873
தககதல,874
மடதத,875
வடவரகள,876
ஆன,877
பரய,878
வககம,879
உஙகளகக,880
பமபல,881
கரநடகல,882
vijaydhavamani,883
பறமழ,884
பசம,885
மககளடம,886
சலவ,887
வததக,888
களளதரகள,889
Ithellam,890
yosikara,891
alaviku,892
enga,893
knowledge,894
kudukuranga,895
nadu,896
Government,897
Unga,898
Sanskrit,899
poi,900
kuppaila,901
podungada,902
ohm,903
um,904
theva,905
adhibagavanum,906
only,907
tamilnadu,908
Balabalasniq,909
amma,910
koothiya,911
kilikanum,912
thevidaya,913
mavanae,914
இநதபடடகக,915
இரவரம,916
வநதரகக,917
கடத,918
ஆதணஙள,919
அ,920
ழதத,921
அவர,922
கயல,923
சஙகல,924
வஙககரர,925
ஜயரகட,926
அழககவலல,927
அதபறற,928
கவலயலல,929
தரமன,930
வகககசசபபடட,931
வனவன,932
தனபரம,933
தரயமல,934
நர,935
பசககளகறன,936
வனவதத,937
வளரகக,938
வனடய,939
நஙகள,940
சமனன,941
சரகக,942
சநதககககடயதகடன,943
உழபபளதணடரகளன,944
சரட,945
அரமநம,946
தமழரவமபன,947
தனத,948
தனததமழ,949
கணபமஒறறம,950
ஓஙகக,951
nalla,952
neriyalar,953
entha,954
koil,955
sanda,956
varum,957
kekariye,958
nadula,959
okatha,960
koluthi,961
podanum,962
avasiyam,963
worst,964
back,965
modi,966
vadakans,967
அனதத,968
வடமநல,969
பயணகள,970
அனவரககம,971
இலவச,972
பயண,973
கடடணம,974
வழஙகலம,975
sri,976
Yes,977
less,978
unity,979
TN,980
well,981
knew,982
about,983
Politicians,984
LAW,985
Dont,986
worry,987
Therell,988
be,989
change,990
Soon,991
Jalikattu,992
maadhiri,993
protest,994
idhae,995
maari,996
situations,997
irundha,998
So,999
lose,1000
hope,1001
Stand,1002
together,1003
always,1004
இவன,1005
ஒழஙக,1006
வரமன,1007
கடடகறன,1008
எனபதக,1009
கவனகக,1010
வஜய,1011
அஜத,1012
சரயவறகக,1013
ஆஸக,1014
வரத,1015
வஙகததர,1016
press,1017
மடய,1018
எடபபகள,1019
director,1020
am,1021
chandru,1022
producer,1023
தவ,1024
படததன,1025
படஜட,1026
படததறகக,1027
தசய,1028
வஙகததரவன,1029
சவல,1030
ரகக,1031
லபம,1032
தரவன,1033
இபபடததல,1034
வரம,1035
வரமனமம,1036
கணபரவ,1037
இலலதவரகளககம,1038
தறககல,1039
சயதககணட,1040
வவசய,1041
கடமபஙகளககம,1042
பயசசரம,1043
shankarsubrahmaniyum,1044
what,1045
dharavi,1046
samuraijosh,1047
when,1048
did,1049
those,1050
state,1051
started,1052
Hindi,1053
They,1054
their,1055
own,1056
தமழநடமணடஆபபடஇபபதணடமசசவடமடயதஏனகக,1057
mohankumarhirc,1058
ஆமம,1059
அதகக,1060
சம,1061
வஙகணம,1062
Marvadikaluku,1063
irukkara,1064
ottrumai,1065
tamilarkalluku,1066
illai,1067
கழபபகனறனர,1068
He,1069
knows,1070
north,1071
indian,1072
beforehe,1073
neighborhoodand,1074
he,1075
casual,1076
தரவ,1077
அசம,1078
ஆளக,1079
லசசம,1080
இரகஙக,1081
business,1082
settle,1083
indians,1084
kku,1085
kudukranga,1086
நற,1087
வரஷம,1088
நலல,1089
வசச,1090
சஞசஙக,1091
நடடககரன,1092
எஙகளகக,1093
சபபரட,1094
பணண,1095
உடன,1096
தரயத,1097
partiality,1098
IS,1099
VERY,1100
BAD,1101
if,1102
Job,1103
Ready,1104
STAND,1105
THEM,1106
LIK,1107
OWN,1108
LEG,1109
Yivalo,1110
naala,1111
Devandra,1112
kula,1113
Vellalar,1114
madhikave,1115
Ippo,1116
adichukaranuge,1117
Nambaadheergal,1118
makkale,1119
Untill,1120
Modi,1121
mentioned,1122
Devendra,1123
Narendra,1124
கடய,1125
சககரததல,1126
வசசடட,1127
சததடபபன,1128
அனபவஙக,1129
சலரவனதனட,1130
சமபரநய,1131
இரவம,1132
பகலம,1133
ஒடரணட,1134
தமழனட,1135
India,1136
tibet,1137
burma,1138
country,1139
muthuramalinga,1140
thevara,1141
thivama,1142
kumbiduranga,1143
paralumanrathula,1144
Aaya,1145
silai,1146
irkku,1147
Aana,1148
eethukka,1149
mateengannu,1150
solreenga,1151
onkalukku,1152
eethavathu,1153
kodumai,1154
senchara,1155
Pallana,1156
vida,1157
throgiyavida,1158
mosama,1159
irkkeenga,1160
அசஙகம,1161
படததத,1162
ஹநத,1163
பசறத,1164
கவலம,1165
தரஞச,1166
qus,1167
கள,1168
மனபலலம,1169
வளளககரரகள,1170
ஆடசயபரவயலலயனறரகள,1171
இபபத,1172
அபபட,1173
சலவரகள,1174
சநதயஙகள,1175
Dei,1176
holy,1177
celebration,1178
pana,1179
place,1180
uh,1181
poranugaa,1182
theriyama,1183
தரவபத,1184
பஞசல,1185
தமழனத,1186
ஆளவணடம,1187
களகயல,1188
அநநய,1189
இநதய,1190
ரணவததன,1191
பதகபபல,1192
வழவத,1193
தமயம,1194
மலமம,1195
தனபதக,1196
உணகறர,1197
அமய,1198
இநதயவ,1199
எதரதத,1200
கணடடபடட,1201
சகவம,1202
தயர,1203
மனனடய,1204
இரநதரபபன,1205
ஒழயஙகள,1206
வடடகக,1207
வஙகவத,1208
இதபனற,1209
அதகரகள,1210
சயதல,1211
பலஸ,1212
சர,1213
இரபபன,1214
கரல,1215
கடததல,1216
பனனல,1217
வரவத,1218
நசசயம,1219
தழததபபடடர,1220
சவசதத,1221
கறற,1222
அவனஙகள,1223
சவசகக,1224
சலலஙக,1225
இட,1226
ஒதககட,1227
சரயக,1228
தரநத,1229
படபபறவ,1230
இலலமல,1231
இரககறரகள,1232
உயரநதவரகள,1233
அயயரககம,1234
கடதத,1235
உளளர,1236
ககக,1237
நரமல,1238
பககறம,1239
கஞச,1240
பதல,1241
பககறனக,1242
சமபற,1243
உணம,1244
சஙகநதர,1245
மதலயர,1246
அகமடயர,1247
வலசய,1248
வளசய,1249
தரயவலல,1250
அதல,1251
சடடன,1252
Bro,1253
anga,1254
onnum,1255
than,1256
inga,1257
vanthu,1258
irukanga,1259
apram,1260
epti,1261
pona,1262
nambala,1263
pathupanga,1264
Seeman,1265
annan,1266
vandha,1267
thaan,1268
naadu,1269
Vilangum,1270
தலஙகன,1271
சமளசசரலமஆன,1272
மரவடய,1273
நமபதஙகஒர,1274
படபபனகஅபபறம,1275
கச,1276
ஊரய,1277
வளபபனகநமமகடடய,1278
சவடல,1279
பசவனகநல,1280
படஙக,1281
அபப,1282
மதத,1283
சடடனகக,1284
யரகடட,1285
பசனமன,1286
தரயமநமம,1287
ஊரல,1288
நமமய,1289
தபப,1290
பசவனகநனற,1291
கடடவனஙக,1292
Tn,1293
vitto,1294
odungata,1295
Enga,1296
etatha,1297
nangale,1298
pathukarom,1299
neetu,1300
yn,1301
pechu,1302
தமழரகளடம,1303
Elloaraiyum,1304
manushan,1305
parungada,1306
aven,1307
apdirka,1308
karanam,1309
Vadakans,1310
society,1311
kihorekumar,1312
mudhaiyar,1313
mudhaliyar,1314
வறககறரகள,1315
எனனடம,1316
Bihar,1317
SHY,1318
MATTERS,1319
OF,1320
INDIA,1321
ARIYAN,1322
DRAVIDAN,1323
INTEGRATION,1324
NORTH,1325
SOUTH,1326
NATION,1327
NEVER,1328
JOINT,1329
TOGETHER,1330
BECAUSE,1331
RULINGS,1332
STATE,1333
வடககனவத,1334
தககனவத,1335
எஙகளககனன,1336
மயர,1337
தல,1338
தளபதயட,1339
அடதத,1340
படததகக,1341
அபஷகம,1342
கரணட,1343
பணணலமன,1344
பளன,1345
பணணடடரககம,1346
மன,1347
அட,1348
வநதகன,1349
தடகன,1350
மதலள,1351
நயகள,1352
இரஙகட,1353
உனனடய,1354
மகளகள,1355
சயவனக,1356
ஹநதகரனக,1357
டவயல,1358
மடடரகள,1359
ஹநதகரன,1360
தறததனல,1361
தமழகம,1362
நனம,1363
பணதத,1364
பரகவணடம,1365
ஏனற,1366
நனததல,1367
உன,1368
பணம,1369
பரகக,1370
இவ,1371
அனததறகம,1372
அரசயலவதகள,1373
தமழக,1374
ஹநதகரனகக,1375
பகறரகள,1376
வடடவடஙகள,1377
தமழநட,1378
நலலயரககம,1379
படதத,1380
சனயன,1381
ஒழயடடம,1382
வழக,1383
தமழனன,1384
ஆலயததல,1385
சணடயடட,1386
ஒரததரககம,1387
இற,1388
நமபகக,1389
இலலவ,1390
உறத,1391
பரமன,1392
கணகணககனறன,1393
எனம,1394
அசசம,1395
பரமள,1396
மடடர,1397
நததக,1398
சநதனய,1399
சணடகக,1400
Adhihama,1401
thuppuvadhu,1402
panparak,1403
ravithan,1404
Aanda,1405
vamsam,1406
yar,1407
parthatuana,1408
elarume,1409
penda,1410
saritane,1411
படயடககம,1412
பரக,1413
ரவகள,1414
Ponda,1415
Sammy,1416
engalaku,1417
valai,1418
kadikimm,1419
சறநத,1420
வஷண,1421
பகதரக,1422
ஒரவர,1423
சவபகதரக,1424
Idharukku,1425
yellam,1426
ponravargalin,1427
nara,1428
vaidhan,1429
ஐட,1430
ஃபலட,1431
டப,1432
பசஷன,1433
இரககற,1434
venkatesanmunusamy,1435
kallakuruchi,1436
vanniyar,1437
koottai,1438
Athuthan,1439
ipadi,1440
irukucorruption,1441
irukenu,1442
soluve,1443
yenda,1444
dhanada,1445
seiranunga,1446
yen,1447
unaku,1448
kadaiklana,1449
unoda,1450
iruka,1451
puthisali,1452
tamilar,1453
nala,1454
uzhaikura,1455
tamilara,1456
adichi,1457
thorathirviyatherama,1458
polachipanga,1459
yara,1460
irundhalumsuma,1461
mattamana,1462
mananilaya,1463
vidunga,1464
பரபபனயம,1465
கறபபடவத,1466
பபளலம,1467
உளளத,1468
அரசசகரகளகக,1469
வதககபபடம,1470
கடடபபடகளல,1471
கணலம,1472
நத,1473
சயலல,1474
ஆபரகம,1475
வழ,1476
மதஙகளன,1477
சடடஙகள,1478
உளளன,1479
இயசவ,1480
யதரகளககபரமணரகளகக,1481
பதததர,1482
பவல,1483
பறரகக,1484
பதகக,1485
ஆரமபததர,1486
வரண,1487
உலகம,1488
மழவதம,1489
இனறம,1490
ஜனநயக,1491
மறயல,1492
தரநதடககபபடட,1493
அரசஙகம,1494
அடபபடயல,1495
நறவனஙகள,1496
கடசகள,1497
எநதவர,1498
கடடமபபம,1499
இயஙககனறன,1500
அனனய,1501
ஆரயசசயளரகளம,1502
யதரகளம,1503
சமதயததல,1504
இயறகயக,1505
உரவகம,1506
படநலகள,1507
கறகறரகள,1508
அரததசஸதர,1509
சககர,1510
நரத,1511
ஸமரத,1512
நலகளல,1513
இககல,1514
நரவனஙகளன,1515
கடடமபப,1516
பரதபலககறத,1517
அஙக,1518
இரபபத,1519
ஆரமபகல,1520
Human,1521
Resources,1522
Management,1523
Labour,1524
law,1525
கரள,1526
கனனயகமர,1527
சநதம,1528
கற,1529
தரயரரகள,1530
ஆநதரவல,1531
நயடககள,1532
வநதடட,1533
எஙகளத,1534
மழகக,1535
மககய,1536
தவம,1537
தரஙகள,1538
kadharuraanga,1539
தறகதத,1540
வதம,1541
பசனல,1542
தலத,1543
உயர,1544
pirinji,1545
kedakkuravana,1546
naam,1547
thamizhar,1548
ஒரம,1549
சயயரம,1550
தரவட,1551
மர,1552
படஙகசச,1553
நடடய,1554
மடடஙக,1555
seperatism,1556
பசரம,1557
உணட,1558
ஆளம,1559
தமழரகளகக,1560
pesurom,1561
பசய,1562
கர,1563
பரயரம,1564
பசனர,1565
அனற,1566
மணண,1567
இனககம,1568
இல,1569
படகக,1570
படசல,1571
நடததயத,1572
மடரஸ,1573
மகணததல,1574
evae,1575
ramasamy,1576
வம,1577
ஒஙகள,1578
உளள,1579
ஆயதம,1580
அதய,1581
பரசசகக,1582
பயணபடதத,1583
பதயதர,1584
மறறதத,1585
கணடவஙக,1586
நள,1587
நலம,1588
பரபகம,1589
தசயதத,1590
கணடவரவமநம,1591
தமழரன,1592
Tamilnada,1593
eppudi,1594
low,1595
caste,1596
angaiyam,1597
Athea,1598
mathiri,1599
thanda,1600
Please,1601
see,1602
states,1603
Govt,1604
countries,1605
without,1606
hierarchy,1607
none,1608
administration,1609
happens,1610
ஆணடகளகக,1611
மனப,1612
சயதரககவணடம,1613
vellalarvamsam,1614
பரவகட,1615
வமசமட,1616
அவனஙக,1617
ஹல,1618
பறஙகட,1619
நஸ,1620
வணமமனன,1621
ஓல,1622
படவத,1623
படஙகட,1624
பறர,1625
சலலம,1626
ஊர,1627
சயய,1628
சலலவலல,1629
sunzlir,1630
neengal,1631
dhan,1632
ippodhu,1633
yennai,1634
partri,1635
kavalai,1636
padugeerirgal,1637
வநதவனலம,1638
வழவசச,1639
நலமகக,1640
வநதடடம,1641
தடரநதல,1642
பழககறவன,1643
ஆவன,1644
வடகலயரகள,1645
அடவட,1646
எதறகக,1647
வடகல,1648
சலவழகக,1649
தரநதககணட,1650
மலலககடடனல,1651
நனதன,1652
சதரண,1653
மனதனக,1654
பசரமம,1655
பரபநதமம,1656
கறக,1657
இறவன,1658
அடய,1659
வணடமன,1660
ஆழவரகள,1661
தணடதன,1662
பரநதனர,1663
தவர,1664
எதரபரகக,1665
ஜமபததறக,1666
மரதடட,1667
மழவதமக,1668
ஆணடவனடம,1669
மறயடம,1670
சயவன,1671
மலலககடட,1672
கவலல,1673
எடதத,1674
வததலம,1675
கவல,1676
சமபரதயமக,1677
எமபரமனகக,1678
நமதத,1679
சறற,1680
நனபபத,1681
வதனயன,1682
மழமசசக,1683
வலகள,1684
பரககனறரகள,1685
ஒழய,1686
எநதவதமன,1687
கஙகரயஙகளம,1688
சலக,1689
சனறதழ,1690
அகமடயரகள,1691
கழபபவணடம,1692
வளளடடகள,1693
மடடட,1694
மநலததறக,1695
கடமபததட,1696
வழட,1697
சததல,1698
எதககடn,1699
பஙகபடற,1700
Vandhal,1701
mariyan,1702
nai,1703
pesadhan,1704
seiyum,1705
jayaramanvelappa,1706
பழகக,1707
வநதவன,1708
கககறன,1709
தபபலல,1710
ஜககரதய,1711
பணணவ,1712
எனனட,1713
உனனல,1714
yuopilla,1715
நல,1716
பரயம,1717
sanjay,1718
put,1719
trespass,1720
allowed,1721
it,1722
crime,1723
trespassing,1724
exmuslim,1725
மடஙக,1726
உளளனர,1727
hate,1728
parapura,1729
dmk,1730
kootani,1731
katvhi,1732
agenda,1733
action,1734
edukanum,1735
உனனலம,1736
சரபபல,1737
அடககன,1738
இநதகரனகக,1739
கஇவள,1740
வளசசமஉபயல,1741
சததயம,1742
நனற,1743
கடடவன,1744
மரத,1745
பதகபப,1746
களளர,1747
மறவர,1748
தரவணணமல,1749
வஷணவ,1750
அடயரகள,1751
சனநயஸ,1752
பசவத,1753
ஒவவர,1754
ஹநதககளககம,1755
அவமனம,1756
பசபவன,1757
மஸலம,1758
இகக,1759
பகறன,1760
இநதயரகளல,1761
working,1762
on,1763
Delhi,1764
Here,1765
Inderpuri,1766
Akshartham,1767
etc,1768
morethan,1769
lakh,1770
living,1771
Mostly,1772
Salem,1773
Its,1774
common,1775
send,1776
northies,1777
who,1778
will,1779
here,1780
See,1781
even,1782
managing,1783
live,1784
such,1785
do,1786
You,1787
can,1788
find,1789
Tamils,1790
Palakad,1791
Begaluru,1792
Hyderabad,1793
Mumbai,1794
Surat,1795
crore,1796
across,1797
Thats,1798
fact,1799
Vanthu,1800
vertukulla,1801
thiturathu,1802
Rape,1803
pannurathu,1804
Ellarume,1805
vanthuta,1806
naanga,1807
poga,1808
Oru,1809
vertula,1810
per,1811
na,1812
perutha,1813
vantha,1814
epdi,1815
venna,1816
putungi,1817
pesuran,1818
cholavelalar,1819
அகமடய,1820
பரவல,1821
கடககறரகள,1822
yes,1823
